"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 06:38:29 GMT 2024","Fri Mar 22 06:38:31 GMT 2024","2122","webkit","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Fri Mar 22 06:37:57 GMT 2024","Fri Mar 22 06:38:04 GMT 2024","6542","firefox","demo-todo-app1.spec.js","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Fri Mar 22 06:38:27 GMT 2024","Fri Mar 22 06:38:29 GMT 2024","2621","webkit","demo-todo-app1.spec.js","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Fri Mar 22 06:38:04 GMT 2024","Fri Mar 22 06:38:06 GMT 2024","1988","firefox","demo-todo-app1.spec.js","Editing","","","should trim entered text",""
"passed","Fri Mar 22 06:38:07 GMT 2024","Fri Mar 22 06:38:10 GMT 2024","2741","firefox","demo-todo-app1.spec.js","Routing","","","should allow me to display completed items",""
"passed","Fri Mar 22 06:38:08 GMT 2024","Fri Mar 22 06:38:10 GMT 2024","2375","firefox","demo-todo-app1.spec.js","Routing","","","should highlight the currently applied filter",""
"passed","Fri Mar 22 06:37:54 GMT 2024","Fri Mar 22 06:37:54 GMT 2024","717","chromium","demo-todo-app1.spec.js","Counter","","","should display the current number of todo items",""
"passed","Fri Mar 22 06:37:53 GMT 2024","Fri Mar 22 06:37:54 GMT 2024","826","chromium","demo-todo-app1.spec.js","Editing","","","should hide other controls when editing",""
"passed","Fri Mar 22 06:37:48 GMT 2024","Fri Mar 22 06:37:52 GMT 2024","4448","chromium","demo-todo-app1.spec.js","New Todo","","","should clear text input field when an item is added",""
"passed","Fri Mar 22 06:37:53 GMT 2024","Fri Mar 22 06:37:54 GMT 2024","926","chromium","demo-todo-app1.spec.js","Editing","","","should save edits on blur",""
"passed","Fri Mar 22 06:37:57 GMT 2024","Fri Mar 22 06:38:03 GMT 2024","6220","firefox","demo-todo-app1.spec.js","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Fri Mar 22 06:38:06 GMT 2024","Fri Mar 22 06:38:08 GMT 2024","2006","firefox","demo-todo-app1.spec.js","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Fri Mar 22 06:38:08 GMT 2024","Fri Mar 22 06:38:10 GMT 2024","2323","firefox","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Fri Mar 22 06:38:13 GMT 2024","Fri Mar 22 06:38:24 GMT 2024","10738","webkit","demo-todo-app1.spec.js","New Todo","","","should clear text input field when an item is added",""
"passed","Fri Mar 22 06:37:54 GMT 2024","Fri Mar 22 06:37:56 GMT 2024","1201","chromium","demo-todo-app1.spec.js","Routing","","","should respect the back button",""
"passed","Fri Mar 22 06:38:24 GMT 2024","Fri Mar 22 06:38:27 GMT 2024","2497","webkit","demo-todo-app1.spec.js","Editing","","","should remove the item if an empty text string was entered",""
"passed","Fri Mar 22 06:38:27 GMT 2024","Fri Mar 22 06:38:30 GMT 2024","2587","webkit","demo-todo-app1.spec.js","Routing","","","should allow me to display active items",""
"passed","Fri Mar 22 06:37:54 GMT 2024","Fri Mar 22 06:37:55 GMT 2024","1021","chromium","demo-todo-app1.spec.js","Clear completed button","","","should remove completed items when clicked",""
"passed","Fri Mar 22 06:38:27 GMT 2024","Fri Mar 22 06:38:29 GMT 2024","2664","webkit","demo-todo-app1.spec.js","Persistence","","","should persist its data",""
"passed","Fri Mar 22 06:37:55 GMT 2024","Fri Mar 22 06:37:56 GMT 2024","1182","chromium","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Fri Mar 22 06:38:23 GMT 2024","Fri Mar 22 06:38:26 GMT 2024","2648","webkit","demo-todo-app1.spec.js","Item","","","should allow me to edit an item",""
"passed","Fri Mar 22 06:38:24 GMT 2024","Fri Mar 22 06:38:27 GMT 2024","2873","webkit","demo-todo-app1.spec.js","Editing","","","should trim entered text",""
"passed","Fri Mar 22 06:38:13 GMT 2024","Fri Mar 22 06:38:24 GMT 2024","10682","webkit","demo-todo-app1.spec.js","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Fri Mar 22 06:37:48 GMT 2024","Fri Mar 22 06:37:53 GMT 2024","4941","chromium","demo-todo-app1.spec.js","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Fri Mar 22 06:37:53 GMT 2024","Fri Mar 22 06:37:54 GMT 2024","1145","chromium","demo-todo-app1.spec.js","Item","","","should allow me to un-mark items as complete",""
"passed","Fri Mar 22 06:38:07 GMT 2024","Fri Mar 22 06:38:10 GMT 2024","3268","firefox","demo-todo-app1.spec.js","Routing","","","should respect the back button",""
"passed","Fri Mar 22 06:37:54 GMT 2024","Fri Mar 22 06:37:54 GMT 2024","773","chromium","demo-todo-app1.spec.js","Clear completed button","","","should display the correct text",""
"passed","Fri Mar 22 06:38:26 GMT 2024","Fri Mar 22 06:38:29 GMT 2024","2859","webkit","demo-todo-app1.spec.js","Clear completed button","","","should remove completed items when clicked",""
"passed","Fri Mar 22 06:38:11 GMT 2024","Fri Mar 22 06:38:21 GMT 2024","9238","webkit","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Fri Mar 22 06:37:48 GMT 2024","Fri Mar 22 06:37:53 GMT 2024","4646","chromium","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Fri Mar 22 06:38:26 GMT 2024","Fri Mar 22 06:38:29 GMT 2024","2425","webkit","demo-todo-app1.spec.js","Clear completed button","","","should display the correct text",""
"passed","Fri Mar 22 06:37:48 GMT 2024","Fri Mar 22 06:37:53 GMT 2024","4986","chromium","demo-todo-app1.spec.js","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Fri Mar 22 06:38:07 GMT 2024","Fri Mar 22 06:38:09 GMT 2024","2579","firefox","demo-todo-app1.spec.js","Routing","","","should allow me to display active items",""
